Timestamp,ID,trial,InvestmentAgainstMitigation,Health,Life,Property,CummulativeInvestment,WeightInvest,TimeSpan,IncomeAvailable,Ration H,Ratio L,Ratio P ,Ratio investment total,Ratio Mitigation,Ratio total,,Total investment
7/8/2020 17:28,5f060108527c27.56461634,4,0,1173,0,1884,5200,0.7,36,8760,1,0,1,0.862341326,0,0.348972603,,3057
7/8/2020 17:29,5f060108527c27.56461634,5,0,1173,488,1884,5200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:29,5f060108527c27.56461634,6,0,1173,488,1884,5200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:30,5f060108527c27.56461634,7,0,1173,488,1884,5200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:30,5f060108527c27.56461634,8,0,1173,488,1884,5200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:31,5f060108527c27.56461634,9,0,1173,488,1884,5200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:32,5f060108527c27.56461634,10,3000,1173,488,1884,8200,0.7,36,6570,1,1,1,1,0.991735537,0.996194825,,6545
7/8/2020 17:32,5f060108527c27.56461634,11,0,1173,488,1884,8200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:32,5f060108527c27.56461634,12,0,1173,488,1884,8200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:33,5f060108527c27.56461634,13,0,1173,488,1884,8200,0.7,36,6570,1,1,1,1,0,0.53957382,,3545
7/8/2020 17:33,5f060108527c27.56461634,14,0,1173,488,1884,8200,0.7,36,5913,1,1,1,1,0,0.599526467,,3545
7/8/2020 17:33,5f060108527c27.56461634,15,0,1173,488,1884,8200,0.7,36,5913,1,1,1,1,0,0.599526467,,3545
7/8/2020 17:34,5f060108527c27.56461634,16,0,1173,488,1884,8200,0.7,36,5321.7,1,1,1,1,0,0.666140519,,3545
7/8/2020 17:34,5f060108527c27.56461634,17,0,1173,488,1884,8200,0.7,36,5321.7,1,1,1,1,0,0.666140519,,3545
7/8/2020 17:34,5f060108527c27.56461634,18,0,1173,488,1884,8200,0.7,36,5321.7,1,1,1,1,0,0.666140519,,3545
7/8/2020 17:35,5f060108527c27.56461634,19,0,1173,488,1884,8200,0.7,36,5321.7,1,1,1,1,0,0.666140519,,3545
7/8/2020 17:35,5f060108527c27.56461634,20,0,1173,488,1884,8200,0.7,36,4789.53,1,1,1,1,0,0.740156132,,3545
7/8/2020 17:35,5f060108527c27.56461634,21,0,1173,488,1884,8200,0.7,36,4789.53,1,1,1,1,0,0.740156132,,3545
7/8/2020 17:35,5f060108527c27.56461634,22,0,1173,488,1884,8200,0.7,36,4789.53,1,1,1,1,0,0.740156132,,3545
7/8/2020 17:35,5f060108527c27.56461634,23,0,1173,488,1884,8200,0.7,36,4310.58,1,1,1,1,0,0.82239513,,3545
7/8/2020 17:36,5f060108527c27.56461634,24,0,1173,488,1884,8200,0.7,36,4310.58,1,1,1,1,0,0.82239513,,3545
7/8/2020 17:36,5f060108527c27.56461634,25,0,1173,488,1884,8200,0.7,36,4310.58,1,1,1,1,0,0.82239513,,3545
7/8/2020 17:37,5f060108527c27.56461634,26,0,1173,0,1884,8200,0.7,36,3448.46,1,0,1,0.862341326,0,0.886482662,,3057
7/8/2020 17:37,5f060108527c27.56461634,27,0,1173,0,1884,8200,0.7,36,3448.46,1,0,1,0.862341326,0,0.886482662,,3057
7/8/2020 17:37,5f060108527c27.56461634,28,0,0,0,1884,8200,0.7,36,2758.77,0,0,1,0.53145275,0,0.682913037,,1884
7/8/2020 17:37,5f060108527c27.56461634,29,0,1173,0,0,8200,0.7,36,2069.08,1,0,0,0.330888575,0,0.566918631,,1173
7/8/2020 17:38,5f060108527c27.56461634,30,0,0,0,1884,8200,0.7,36,2069.08,0,0,1,0.53145275,0,0.910549616,,1884
7/8/2020 17:38,5f060108527c27.56461634,31,0,0,0,1884,8200,0.7,36,2069.08,0,0,1,0.53145275,0,0.910549616,,1884
7/8/2020 17:39,5f060108527c27.56461634,32,0,0,0,1884,8200,0.7,36,2069.08,0,0,1,0.53145275,0,0.910549616,,1884
7/8/2020 17:39,5f060108527c27.56461634,33,0,1173,488,0,8200,0.7,36,1810.44,1,1,0,0.46854725,0,0.91745653,,1661
7/8/2020 17:39,5f060108527c27.56461634,34,0,1173,488,0,8200,0.7,36,1810.44,1,1,0,0.46854725,0,0.91745653,,1661
7/8/2020 17:40,5f060108527c27.56461634,35,0,1173,488,0,8200,0.7,36,1810.44,1,1,0,0.46854725,0,0.91745653,,1661
7/8/2020 17:40,5f060108527c27.56461634,36,0,1173,0,0,8200,0.7,36,1448.35,1,0,0,0.330888575,0,0.809887113,,1173
7/8/2020 17:24,5f0600ce51e769.12816209,0,0,0,0,0,0,0.7,36,8760,0,0,0,0,0,0,,0
7/8/2020 17:33,5f0600ce51e769.12816209,1,5215,1173,488,1884,5215,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:33,5f0600ce51e769.12816209,2,5215,1173,488,1884,10430,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:34,5f0600ce51e769.12816209,3,5215,1173,488,1884,15645,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:34,5f0600ce51e769.12816209,4,5215,1173,488,1884,20860,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:34,5f0600ce51e769.12816209,5,5215,1173,488,1884,26075,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:34,5f0600ce51e769.12816209,6,5215,1173,488,1884,31290,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:34,5f0600ce51e769.12816209,7,5215,1173,488,1884,36505,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:35,5f0600ce51e769.12816209,8,5215,1173,488,1884,41720,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:35,5f0600ce51e769.12816209,9,5215,1173,488,1884,46935,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:35,5f0600ce51e769.12816209,10,5215,1173,488,1884,52150,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:35,5f0600ce51e769.12816209,11,5215,1173,488,1884,57365,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:36,5f0600ce51e769.12816209,12,5215,1173,488,1884,62580,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:36,5f0600ce51e769.12816209,13,5215,1173,488,1884,67795,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:36,5f0600ce51e769.12816209,14,5215,1173,488,1884,73010,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:37,5f0600ce51e769.12816209,15,5215,1173,488,1884,78225,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:37,5f0600ce51e769.12816209,16,5215,1173,488,1884,83440,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:37,5f0600ce51e769.12816209,17,5215,1173,488,1884,88655,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:37,5f0600ce51e769.12816209,18,5215,1173,488,1884,93870,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:38,5f0600ce51e769.12816209,19,5215,1173,488,1884,99085,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:38,5f0600ce51e769.12816209,20,5215,1173,488,1884,104300,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:38,5f0600ce51e769.12816209,21,5215,1173,488,1884,109515,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:38,5f0600ce51e769.12816209,22,5215,1173,488,1884,114730,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:38,5f0600ce51e769.12816209,23,5215,1173,488,1884,119945,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:38,5f0600ce51e769.12816209,24,5215,1173,488,1884,125160,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:39,5f0600ce51e769.12816209,25,5215,1173,488,1884,130375,0.7,36,8760,1,1,1,1,1,1,,8760
7/8/2020 17:39,5f0600ce51e769.12816209,26,4339,1173,488,1884,134714,0.7,36,7884,1,1,1,1,1,1,,7884
7/8/2020 17:40,5f0600ce51e769.12816209,27,4339,1173,488,1884,139053,0.7,36,7884,1,1,1,1,1,1,,7884
7/8/2020 17:40,5f0600ce51e769.12816209,28,3550.6,1173,488,1884,142604,0.7,36,7095.6,1,1,1,1,1,1,,7095.6
7/8/2020 17:40,5f0600ce51e769.12816209,29,3550.6,1173,488,1884,146154,0.7,36,7095.6,1,1,1,1,1,1,,7095.6
7/8/2020 17:40,5f0600ce51e769.12816209,30,3550.6,1173,488,1884,149705,0.7,36,7095.6,1,1,1,1,1,1,,7095.6
7/8/2020 17:41,5f0600ce51e769.12816209,31,3550.6,1173,488,1884,153255,0.7,36,7095.6,1,1,1,1,1,1,,7095.6
7/8/2020 17:41,5f0600ce51e769.12816209,32,3550.6,1173,488,1884,156806,0.7,36,7095.6,1,1,1,1,1,1,,7095.6
7/8/2020 17:41,5f0600ce51e769.12816209,33,2841,1173,488,1884,159647,0.7,36,6386.04,1,1,1,1,0.999985921,0.999993736,,6386
7/8/2020 17:41,5f0600ce51e769.12816209,34,2841,1173,488,1884,162488,0.7,36,6386.04,1,1,1,1,0.999985921,0.999993736,,6386
7/8/2020 17:42,5f0600ce51e769.12816209,35,2202.4,1173,488,1884,164690,0.7,36,5747.44,1,1,1,1,0.999981838,0.99999304,,5747.4
7/8/2020 17:42,5f0600ce51e769.12816209,36,2202.4,1173,488,1884,166893,0.7,36,5747.44,1,1,1,1,0.999981838,0.99999304,,5747.4
7/8/2020 17:09,5f05fd5f358173.91559374,0,0,0,0,0,0,0.7,36,8760,0,0,0,0,0,0,,0
7/8/2020 17:13,5f05fd5f358173.91559374,1,0,0,0,1884,0,0.7,36,8760,0,0,1,0.53145275,0,0.215068493,,1884
7/8/2020 17:14,5f05fd5f358173.91559374,2,1000,0,0,1884,1000,0.7,36,8760,0,0,1,0.53145275,0.145433392,0.329223744,,2884
7/8/2020 17:15,5f05fd5f358173.91559374,3,0,0,0,1884,1000,0.7,36,8760,0,0,1,0.53145275,0,0.215068493,,1884
7/8/2020 17:16,5f05fd5f358173.91559374,4,0,1173,0,1884,1000,0.7,36,7665,1,0,1,0.862341326,0,0.398825832,,3057
7/8/2020 17:17,5f05fd5f358173.91559374,5,0,1173,0,0,1000,0.7,36,7665,1,0,0,0.330888575,0,0.153033268,,1173
7/8/2020 17:17,5f05fd5f358173.91559374,6,0,1173,488,1884,1000,0.7,36,7665,1,1,1,1,0,0.462491846,,3545
7/8/2020 17:17,5f05fd5f358173.91559374,7,0,0,0,1884,1000,0.7,36,7665,0,0,1,0.53145275,0,0.245792564,,1884
7/8/2020 17:18,5f05fd5f358173.91559374,8,0,0,0,1884,1000,0.7,36,7665,0,0,1,0.53145275,0,0.245792564,,1884
7/8/2020 17:18,5f05fd5f358173.91559374,9,0,1173,0,1884,1000,0.7,36,6706.88,1,0,1,0.862341326,0,0.455800611,,3057
7/8/2020 17:18,5f05fd5f358173.91559374,10,0,1173,0,1884,1000,0.7,36,6706.88,1,0,1,0.862341326,0,0.455800611,,3057
7/8/2020 17:18,5f05fd5f358173.91559374,11,0,0,0,1884,1000,0.7,36,6706.88,0,0,1,0.53145275,0,0.280905578,,1884
7/8/2020 17:18,5f05fd5f358173.91559374,12,0,0,0,1884,1000,0.7,36,6706.88,0,0,1,0.53145275,0,0.280905578,,1884
7/8/2020 17:19,5f05fd5f358173.91559374,13,0,1173,0,1884,1000,0.7,36,6706.88,1,0,1,0.862341326,0,0.455800611,,3057
7/8/2020 17:19,5f05fd5f358173.91559374,14,2000,1173,0,1884,3000,0.7,36,6706.88,1,0,1,0.862341326,0.547963221,0.754001861,,5057
7/8/2020 17:19,5f05fd5f358173.91559374,15,0,0,0,1884,3000,0.7,36,6706.88,0,0,1,0.53145275,0,0.280905578,,1884
7/8/2020 17:19,5f05fd5f358173.91559374,16,0,0,0,1884,3000,0.7,36,6706.88,0,0,1,0.53145275,0,0.280905578,,1884
7/8/2020 17:19,5f05fd5f358173.91559374,17,0,1173,0,1884,3000,0.7,36,5868.52,1,0,1,0.862341326,0,0.520914984,,3057
7/8/2020 17:19,5f05fd5f358173.91559374,18,0,1173,488,1884,3000,0.7,36,5868.52,1,1,1,1,0,0.604070532,,3545
7/8/2020 17:19,5f05fd5f358173.91559374,19,0,0,0,1884,3000,0.7,36,5868.52,0,0,1,0.53145275,0,0.321034946,,1884
7/8/2020 17:20,5f05fd5f358173.91559374,20,0,1173,488,1884,3000,0.7,36,5868.52,1,1,1,1,0,0.604070532,,3545
7/8/2020 17:20,5f05fd5f358173.91559374,21,500,0,0,1884,3500,0.7,36,5281.66,0,0,1,0.53145275,0.147160104,0.451373243,,2384
7/8/2020 17:20,5f05fd5f358173.91559374,22,0,1173,0,1884,3500,0.7,36,5281.66,1,0,1,0.862341326,0,0.578795303,,3057
7/8/2020 17:21,5f05fd5f358173.91559374,23,0,0,0,1884,3500,0.7,36,4753.5,0,0,1,0.53145275,0,0.396339539,,1884
7/8/2020 17:21,5f05fd5f358173.91559374,24,0,1173,0,1884,3500,0.7,36,4753.5,1,0,1,0.862341326,0,0.64310508,,3057
7/8/2020 17:21,5f05fd5f358173.91559374,25,0,1173,0,1884,3500,0.7,36,4278.15,1,0,1,0.862341326,0,0.714561201,,3057
7/8/2020 17:21,5f05fd5f358173.91559374,26,0,0,0,1884,3500,0.7,36,3208.61,0,0,1,0.53145275,0,0.587170145,,1884
7/8/2020 17:24,5f05fd5f358173.91559374,27,0,0,0,1884,3500,0.7,36,2807.53,0,0,1,0.53145275,0,0.671052491,,1884
7/8/2020 17:24,5f05fd5f358173.91559374,28,100,0,0,0,3600,0.7,36,2456.59,0,0,0,0,0.040706833,0.040706833,,100
7/8/2020 17:25,5f05fd5f358173.91559374,29,100,0,0,0,3700,0.7,36,2456.59,0,0,0,0,0.040706833,0.040706833,,100
7/8/2020 17:25,5f05fd5f358173.91559374,30,100,0,0,0,3800,0.7,36,2456.59,0,0,0,0,0.040706833,0.040706833,,100
7/8/2020 17:25,5f05fd5f358173.91559374,31,0,0,0,1884,3800,0.7,36,2456.59,0,0,1,0.53145275,0,0.766916742,,1884
7/8/2020 17:26,5f05fd5f358173.91559374,32,0,0,0,1884,3800,0.7,36,2149.52,0,0,1,0.53145275,0,0.876474748,,1884
7/8/2020 17:26,5f05fd5f358173.91559374,33,0,0,0,1884,3800,0.7,36,2149.52,0,0,1,0.53145275,0,0.876474748,,1884
7/8/2020 17:27,5f05fd5f358173.91559374,34,200,0,0,0,4000,0.7,36,1880.83,0,0,0,0,0.106336032,0.106336032,,200
7/8/2020 17:43,5f05fd5f358173.91559374,35,100,0,0,0,4100,0.7,36,1234.29,0,0,0,0,0.081018237,0.081018237,,100
7/8/2020 17:43,5f05fd5f358173.91559374,36,1000,0,0,0,5100,0.7,36,1234.29,0,0,0,0,0.810182372,0.810182372,,1000
7/8/2020 17:05,5f05fae6da6d17.26508265,0,0,0,0,0,0,0.7,36,8760,0,0,0,0,0,0,,0
7/8/2020 17:05,5f05fae6da6d17.26508265,1,250,1173,488,1884,250,0.7,36,8760,1,1,1,1,0.047938639,0.433219178,,3795
7/8/2020 17:06,5f05fae6da6d17.26508265,2,0,0,0,0,250,0.7,36,8760,0,0,0,0,0,0,,0
7/8/2020 17:06,5f05fae6da6d17.26508265,3,0,0,488,0,250,0.7,36,7665,0,1,0,0.137658674,0,0.063666014,,488
7/8/2020 17:06,5f05fae6da6d17.26508265,4,7665,0,0,0,7915,0.7,36,7665,0,0,0,0,1,1,,7665
7/8/2020 17:10,5f05fae6da6d17.26508265,5,500,0,0,1884,8415,0.7,36,7665,0,0,1,0.53145275,0.086490227,0.311024136,,2384
7/8/2020 17:17,5f05fae6da6d17.26508265,6,0,1173,488,1884,8415,0.7,36,7665,1,1,1,1,0,0.462491846,,3545
7/8/2020 17:18,5f05fae6da6d17.26508265,7,850,0,0,0,9265,0.7,36,7665,0,0,0,0,0.110893673,0.110893673,,850
7/8/2020 17:18,5f05fae6da6d17.26508265,8,1500,0,0,0,10765,0.7,36,6706.88,0,0,0,0,0.223650938,0.223650938,,1500
7/8/2020 17:18,5f05fae6da6d17.26508265,9,0,1173,488,1884,10765,0.7,36,6706.88,1,1,1,1,0,0.528561716,,3545
7/8/2020 17:18,5f05fae6da6d17.26508265,10,0,0,0,1884,10765,0.7,36,6706.88,0,0,1,0.53145275,0,0.280905578,,1884
7/8/2020 17:18,5f05fae6da6d17.26508265,11,0,0,488,0,10765,0.7,36,5868.52,0,1,0,0.137658674,0,0.083155549,,488
7/8/2020 17:19,5f05fae6da6d17.26508265,12,0,0,488,0,10765,0.7,36,5868.52,0,1,0,0.137658674,0,0.083155549,,488
7/8/2020 17:20,5f05fae6da6d17.26508265,13,890,1173,488,0,11655,0.7,36,5868.52,1,1,0,0.46854725,0.21152603,0.434692222,,2551
7/8/2020 17:20,5f05fae6da6d17.26508265,14,0,1173,488,0,11655,0.7,36,5868.52,1,1,0,0.46854725,0,0.283035586,,1661
7/8/2020 17:21,5f05fae6da6d17.26508265,15,0,0,0,1884,11655,0.7,36,5868.52,0,0,1,0.53145275,0,0.321034946,,1884
7/8/2020 17:21,5f05fae6da6d17.26508265,16,0,1173,0,0,11655,0.7,36,5134.95,1,0,0,0.330888575,0,0.228434551,,1173
7/8/2020 17:30,5f05fae6da6d17.26508265,17,0,1173,488,0,11655,0.7,36,4621.46,1,1,0,0.46854725,0,0.35941023,,1661
7/8/2020 17:30,5f05fae6da6d17.26508265,18,0,1173,0,0,11655,0.7,36,4159.31,1,0,0,0.330888575,0,0.282017931,,1173
7/8/2020 17:30,5f05fae6da6d17.26508265,19,0,0,488,0,11655,0.7,36,4159.31,0,1,0,0.137658674,0,0.117327153,,488
7/8/2020 17:30,5f05fae6da6d17.26508265,20,0,0,0,1884,11655,0.7,36,4159.31,0,0,1,0.53145275,0,0.452959746,,1884
7/8/2020 17:30,5f05fae6da6d17.26508265,21,0,0,0,1884,11655,0.7,36,4159.31,0,0,1,0.53145275,0,0.452959746,,1884
7/8/2020 17:30,5f05fae6da6d17.26508265,22,0,0,488,0,11655,0.7,36,3639.4,0,1,0,0.137658674,0,0.134088036,,488
7/8/2020 17:31,5f05fae6da6d17.26508265,23,0,0,488,0,11655,0.7,36,3639.4,0,1,0,0.137658674,0,0.134088036,,488
7/8/2020 17:31,5f05fae6da6d17.26508265,24,0,1173,0,0,11655,0.7,36,3639.4,1,0,0,0.330888575,0,0.322305875,,1173
7/8/2020 17:31,5f05fae6da6d17.26508265,25,100,0,0,0,11755,0.7,36,3275.46,0,0,0,0,0.030530063,0.030530063,,100
7/8/2020 17:32,5f05fae6da6d17.26508265,26,0,0,0,1884,11755,0.7,36,3275.46,0,0,1,0.53145275,0,0.575186386,,1884
7/8/2020 17:32,5f05fae6da6d17.26508265,27,0,1173,0,0,11755,0.7,36,3275.46,1,0,0,0.330888575,0,0.358117638,,1173
7/8/2020 17:32,5f05fae6da6d17.26508265,28,0,0,0,1884,11755,0.7,36,3275.46,0,0,1,0.53145275,0,0.575186386,,1884
7/8/2020 17:32,5f05fae6da6d17.26508265,29,0,1173,0,0,11755,0.7,36,3275.46,1,0,0,0.330888575,0,0.358117638,,1173
7/8/2020 17:32,5f05fae6da6d17.26508265,30,0,1173,0,0,11755,0.7,36,3275.46,1,0,0,0.330888575,0,0.358117638,,1173
7/8/2020 17:32,5f05fae6da6d17.26508265,31,0,0,0,1884,11755,0.7,36,2947.91,0,0,1,0.53145275,0,0.639096852,,1884
7/8/2020 17:32,5f05fae6da6d17.26508265,32,0,1173,488,0,11755,0.7,36,2579.42,1,1,0,0.46854725,0,0.643943212,,1661
7/8/2020 17:32,5f05fae6da6d17.26508265,33,0,1173,488,0,11755,0.7,36,2063.54,1,1,0,0.46854725,0,0.804927455,,1661
7/8/2020 17:33,5f05fae6da6d17.26508265,34,0,0,0,1884,11755,0.7,36,2063.54,0,0,1,0.53145275,0,0.912994175,,1884
7/8/2020 17:33,5f05fae6da6d17.26508265,35,0,1173,0,0,11755,0.7,36,1805.6,1,0,0,0.330888575,0,0.649645547,,1173
7/8/2020 17:33,5f05fae6da6d17.26508265,36,0,0,488,0,11755,0.7,36,1444.48,0,1,0,0.137658674,0,0.337837838,,488
7/8/2020 16:58,5f05fa8c0a68f5.91415211,0,0,0,0,0,0,0.7,36,8760,0,0,0,0,0,0,,0
7/8/2020 17:03,5f05fa8c0a68f5.91415211,1,0,1173,488,1884,0,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:03,5f05fa8c0a68f5.91415211,2,0,1173,488,1884,0,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:03,5f05fa8c0a68f5.91415211,3,1,0,0,0,1,0.7,36,8760,0,0,0,0,0.000114155,0.000114155,,1
7/8/2020 17:04,5f05fa8c0a68f5.91415211,4,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:04,5f05fa8c0a68f5.91415211,5,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:04,5f05fa8c0a68f5.91415211,6,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:05,5f05fa8c0a68f5.91415211,7,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:05,5f05fa8c0a68f5.91415211,8,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:05,5f05fa8c0a68f5.91415211,9,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:05,5f05fa8c0a68f5.91415211,10,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:06,5f05fa8c0a68f5.91415211,11,0,1173,488,1884,1,0.7,36,8760,1,1,1,1,0,0.404680365,,3545
7/8/2020 17:06,5f05fa8c0a68f5.91415211,12,0,0,0,0,1,0.7,36,7884,0,0,0,0,0,0,,0
7/8/2020 17:07,5f05fa8c0a68f5.91415211,13,1000,0,0,0,1001,0.7,36,7884,0,0,0,0,0.126839168,0.126839168,,1000
7/8/2020 17:07,5f05fa8c0a68f5.91415211,14,0,0,488,0,1001,0.7,36,7884,0,1,0,0.137658674,0,0.061897514,,488
7/8/2020 17:07,5f05fa8c0a68f5.91415211,15,0,1173,0,1884,1001,0.7,36,7884,1,0,1,0.862341326,0,0.387747336,,3057
7/8/2020 17:07,5f05fa8c0a68f5.91415211,16,0,1173,488,1884,1001,0.7,36,7884,1,1,1,1,0,0.44964485,,3545
7/8/2020 17:07,5f05fa8c0a68f5.91415211,17,7880,0,0,0,8881,0.7,36,7884,0,0,0,0,0.999492643,0.999492643,,7880
7/8/2020 17:07,5f05fa8c0a68f5.91415211,18,0,0,488,0,8881,0.7,36,7884,0,1,0,0.137658674,0,0.061897514,,488
7/8/2020 17:08,5f05fa8c0a68f5.91415211,19,0,1173,488,1884,8881,0.7,36,7884,1,1,1,1,0,0.44964485,,3545
7/8/2020 17:08,5f05fa8c0a68f5.91415211,20,7095.6,0,0,0,15976.6,0.7,36,7095.6,0,0,0,0,1,1,,7095.6
7/8/2020 17:08,5f05fa8c0a68f5.91415211,21,7095.6,0,0,0,23072.2,0.7,36,7095.6,0,0,0,0,1,1,,7095.6
7/8/2020 17:08,5f05fa8c0a68f5.91415211,22,0,1173,488,1884,23072.2,0.7,36,6208.65,1,1,1,1,0,0.570977588,,3545
7/8/2020 17:08,5f05fa8c0a68f5.91415211,23,0,1173,488,1884,23072.2,0.7,36,5587.79,1,1,1,1,0,0.634418974,,3545
7/8/2020 17:09,5f05fa8c0a68f5.91415211,24,0,1173,488,1884,23072.2,0.7,36,5029.01,1,1,1,1,0,0.704910112,,3545
7/8/2020 17:09,5f05fa8c0a68f5.91415211,25,0,1173,488,1884,23072.2,0.7,36,5029.01,1,1,1,1,0,0.704910112,,3545
7/8/2020 17:09,5f05fa8c0a68f5.91415211,26,0,1173,488,1884,23072.2,0.7,36,5029.01,1,1,1,1,0,0.704910112,,3545
7/8/2020 17:09,5f05fa8c0a68f5.91415211,27,0,1173,488,1884,23072.2,0.7,36,5029.01,1,1,1,1,0,0.704910112,,3545
7/8/2020 17:09,5f05fa8c0a68f5.91415211,28,0,0,0,1884,23072.2,0.7,36,4023.21,0,0,1,0.53145275,0,0.468282789,,1884
7/8/2020 17:09,5f05fa8c0a68f5.91415211,29,0,0,488,0,23072.2,0.7,36,4023.21,0,1,0,0.137658674,0,0.121296179,,488
7/8/2020 17:10,5f05fa8c0a68f5.91415211,30,4000,0,0,0,27072.2,0.7,36,4023.21,0,0,0,0,0.994230975,0.994230975,,4000
7/8/2020 17:10,5f05fa8c0a68f5.91415211,31,3000,0,0,0,30072.2,0.7,36,3520.3,0,0,0,0,0.852200097,0.852200097,,3000
7/8/2020 17:10,5f05fa8c0a68f5.91415211,32,3520,0,0,0,33592.2,0.7,36,3520.3,0,0,0,0,0.99991478,0.99991478,,3520
7/8/2020 17:10,5f05fa8c0a68f5.91415211,33,2600,0,0,0,36192.2,0.7,36,2640.23,0,0,0,0,0.984762691,0.984762691,,2600
7/8/2020 17:10,5f05fa8c0a68f5.91415211,34,0,1173,488,0,36192.2,0.7,36,2310.2,1,1,0,0.46854725,0,0.718985369,,1661
7/8/2020 17:11,5f05fa8c0a68f5.91415211,35,0,0,0,1884,36192.2,0.7,36,2310.2,0,0,1,0.53145275,0,0.815513808,,1884
7/8/2020 17:12,5f05fa8c0a68f5.91415211,36,2021,0,0,0,38213.2,0.7,36,2021.42,0,0,0,0,0.999792225,0.999792225,,2021
7/8/2020 16:34,5f05f54b6d2553.31757787,0,0,0,0,0,0,0.7,36,8760,0,0,0,0,0,0,,0
7/8/2020 16:35,5f05f54b6d2553.31757787,1,7500,1173,0,0,7500,0.7,36,8760,1,0,0,0.330888575,0.988533017,0.990068493,,8673
7/8/2020 16:36,5f05f54b6d2553.31757787,2,0,0,0,1884,7500,0.7,36,8760,0,0,1,0.53145275,0,0.215068493,,1884
7/8/2020 16:37,5f05f54b6d2553.31757787,3,100,0,0,1884,7600,0.7,36,8760,0,0,1,0.53145275,0.014543339,0.226484018,,1984
7/8/2020 16:37,5f05f54b6d2553.31757787,4,500,0,0,1884,8100,0.7,36,8760,0,0,1,0.53145275,0.072716696,0.272146119,,2384
7/8/2020 16:37,5f05f54b6d2553.31757787,5,2000,0,0,1884,10100,0.7,36,6570,0,0,1,0.53145275,0.426803244,0.591171994,,3884
7/8/2020 16:38,5f05f54b6d2553.31757787,6,3500,1173,0,0,13600,0.7,36,5748.75,1,0,0,0.330888575,0.764901929,0.812872364,,4673
7/8/2020 16:38,5f05f54b6d2553.31757787,7,2500,1173,0,0,16100,0.7,36,4311.56,1,0,0,0.330888575,0.796543638,0.851895834,,3673
7/8/2020 16:38,5f05f54b6d2553.31757787,8,2800,1173,0,0,18900,0.7,36,4311.56,1,0,0,0.330888575,0.892128874,0.921476217,,3973
7/8/2020 16:38,5f05f54b6d2553.31757787,9,1500,1173,0,0,20400,0.7,36,3233.67,1,0,0,0.330888575,0.72791859,0.826614961,,2673
7/8/2020 16:39,5f05f54b6d2553.31757787,10,1700,0,488,0,22100,0.7,36,3233.67,0,1,0,0.137658674,0.619156709,0.676630578,,2188
